שם עברית,תאריך דגימה,מספר זיהוי,B,BR,CA,CAFFE,CARBO,Cl,DO,DP-P,EC,ECFD,F,HARD,HCO3,K,Mg,NO2,NO3,ORP,PFBS,PFHpA,PFHxA,PFOA,PFOS,PHFD,PO4,SILT,SO4,SODIUM AS,SR,T,TDS,TN-N,TOC,TURB
ירדן-נווה אור,18/01/2022 09:45,34195,,12.2,222.6,,,1301.7,,,,,,,268.0,28.6,99.8,,15.2,,,,,,,,,,209.4,582.0,,,,,,
ירדן-נווה אור,18/01/2022 09:47,34195,,,,,,,9.81,,,3.822,,,,,,,,143.1,,,,,,8.36,,,,,,12.9,,,,
ירדן-נווה אור,18/03/2019 11:10,34195,,,,,,,,,,,,,195.0,,,,9.0,,,,,,,,,,,,,,,,,
ירדן-נווה אור,18/03/2019 11:11,34195,,,,,,,7.9,,,0.813,,,,,,,,157.5,,,,,,7.41,,,,,,16.0,,,,
ירדן-נווה אור,18/06/2018 11:08,34195,,,,,,,5.2,,,7.738,,,,,,,,92.7,,,,,,7.89,,,,,,29.0,,,,
ירדן-נווה אור,18/06/2018 11:10,34195,,17.74,308.0,,,1898.3,,,,,,,347.0,49.8,156.9,,10.7,,,,,,,,,,491.4,935.6,,,,,,
ירדן-נווה אור,18/06/2019 09:55,34195,,13.41,277.5,,,1535.2,,,,,,,279.0,35.5,110.9,,9.9,,,,,,,,,,241.9,774.5,,,,,,
ירדן-נווה אור,18/06/2019 10:01,34195,,,,,,,5.2,,,6.398,,,,,,,,88.0,,,,,,7.97,,,,,,28.8,,,,
ירדן-נווה אור,19/01/2017 00:00,34195,,,260.6,,,1514.6,,,,,,,332.0,35.1,128.6,,27.8,,,,,,,,,,388.4,701.2,,,,,,
ירדן-נווה אור,19/02/2019 11:00,34195,,,,,,,,,,,,,276.0,,,,17.6,,,,,,,,,,131.2,,,,,,,
ירדן-נווה אור,19/02/2019 11:06,34195,,,,,,,7.6,,,1.342,,,,,,,,192.2,,,,,,6.73,,,,,,14.7,,,,
ירדן-נווה אור,19/05/2020 09:34,34195,,,,,,,5.5,,,5.736,,,,,,,,96.8,,,,,,7.95,,,,,,27.8,,,,
ירדן-נווה אור,19/05/2020 09:35,34195,,11.8,244.3,,,1414.6,,,,,,,304.0,45.2,101.1,,15.0,,,,,,,,,,250.0,661.0,,,,,,
ירדן-נווה אור,20/03/2018 00:00,34195,,15.41,284.1,,,1711.9,,,,,,,347.0,41.8,144.9,,15.4,,,,,,,,,,395.6,814.9,,,,,,
ירדן-נווה אור,20/03/2018 11:16,34195,,,,,,,7.7,,,5.854,,,,,,,,170.0,,,,,,8.02,,,,,,22.6,,,,
ירדן-נווה אור,20/06/2022 09:13,34195,,11.1,200.5,,,1285.6,,,,,,,226.0,27.9,97.6,,,,,,,,,,,,210.2,577.6,,,,,,
ירדן-נווה אור,20/07/2022 08:45,34195,,11.6,242.2,,,1470.9,,,,,,,232.0,29.9,96.6,,,,,,,,,,,,188.3,650.3,,,,,,
ירדן-נווה אור,20/10/2020 09:39,34195,,,,,,,6.3,,,5.479,,,,,,,,95.8,,,,,,8.23,,,,,,24.1,,,,
ירדן-נווה אור,20/10/2020 09:45,34195,,14.3,255.1,,,1569.1,,,,,,,289.0,32.9,108.0,,14.0,,,,,,,,,,289.4,712.5,,,,,,
ירדן-נווה אור,21/04/2021 10:24,34195,,,,,,,6.78,,,5.38,,,,,,,,152.5,,,,,,8.08,,,,,,25.1,,,,
ירדן-נווה אור,21/04/2021 10:25,34195,,18.2,244.4,,,1536.7,,,,,,,303.0,32.9,106.5,,17.1,,,,,,,,,,222.9,693.4,,,,,,
ירדן-נווה אור,21/06/2020 10:00,34195,,13.9,238.6,,,1367.3,,,,,,,294.0,31.0,100.4,,16.6,,,,,,,,,,237.0,675.5,,,,,,
ירדן-נווה אור,21/06/2020 10:06,34195,,,,,,,5.6,,,5.956,,,,,,,,152.1,,,,,,7.88,,,,,,27.7,,,,
ירדן-נווה אור,21/07/2021 09:20,34195,,15.2,265.2,,,,5.75,,,6.154,,,282.0,31.9,104.2,,13.1,74.2,,,,,,8.09,,,236.0,736.4,,29.4,,,,
ירדן-נווה אור,21/12/2017 00:00,34195,,,248.6,,,1484.1,,,,,,,320.0,36.8,117.5,,11.0,,,,,,,,,,274.7,697.4,,,,,,
ירדן-נווה אור,21/12/2017 12:11,34195,,,,,,,6.7,,,4.994,,,,,,,,191.8,,,,,,7.9,,,,,,18.1,,,,
ירדן-נווה אור,22/01/2020 10:30,34195,,,,,,,9.8,,,0.875,,,,,,,,196.1,,,,,,8.05,,,,,,13.0,,,,
ירדן-נווה אור,22/01/2020 10:40,34195,,,,,,,,,,,,,238.0,,,,17.7,,,,,,,,,,,,,,,,,
ירדן-נווה אור,22/02/2021 11:00,34195,,7.4,158.5,,,,,,,,,,335.0,27.1,76.3,,23.0,,,,,,,,,,218.0,403.0,,,,,,
ירדן-נווה אור,22/07/2019 10:50,34195,,12.7,269.7,,,1642.0,,,,,,,286.0,32.7,112.6,,11.0,,,,,,,,,,215.7,728.8,,,,,,
ירדן-נווה אור,22/07/2019 10:55,34195,,,,,,,5.2,,,6.362,,,,,,,,89.5,,,,,,7.86,,,,,,29.7,,,,
ירדן-נווה אור,22/08/2017 00:00,34195,,,,,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ירדן-נווה אור,22/08/2017 09:40,34195,,,231.7,,,1426.8,,,,,,,284.0,34.6,114.7,,11.3,,,,,,,,,,228.6,639.6,,,,,,
ירדן-נווה אור,22/08/2017 10:48,34195,,,,,,,5.3,,,5.685,,,,,,,,193.0,,,,,,7.91,,,,,,29.3,,,,
ירדן-נווה אור,22/11/2020 09:25,34195,,,,,,,7.14,,,3.868,,,,,,,,93.0,,,,,,8.16,,,,,,19.0,,,,
ירדן-נווה אור,22/11/2020 09:30,34195,,10.2,187.8,,,1075.1,,,,,,,313.0,40.9,107.3,,18.8,,,,,,,,,,340.0,531.3,,,,,,
ירדן-נווה אור,23/01/2018 00:00,34195,,,237.1,,,1440.2,,,,,,,312.0,35.3,114.8,,14.1,,,,,,,,,,297.9,646.1,,,,,,
ירדן-נווה אור,23/01/2018 10:11,34195,,,,,,,6.3,,,4.468,,,,,,,,177.8,,,,,,7.77,,,,,,16.4,,,,
ירדן-נווה אור,23/04/2018 09:09,34195,,,,,,,5.3,,,5.621,,,,,,,,94.6,,,,,,7.95,,,,,,22.4,,,,
ירדן-נווה אור,23/04/2018 10:10,34195,,13.72,265.0,,,1498.7,,,,,,,324.0,37.7,112.7,,11.6,,,,,,,,,,237.4,746.9,,,,,,
ירדן-נווה אור,23/06/2021 10:40,34195,,18.1,255.0,,,1619.9,,,,,,,338.0,32.2,105.3,,14.1,,,,,,,,,,215.0,710.1,,,,,,
ירדן-נווה אור,23/11/2022 09:45,34195,,13.2,233.3,,,1371.4,,,,,,,238.0,28.6,102.1,,15.1,,,,,,,,,,213.4,627.1,,,,,,
ירדן-נווה אור,23/12/2020 09:50,34195,,13.3,248.4,,,1326.0,,,,,,,332.0,32.7,113.9,,18.6,,,,,,,,,,270.6,711.2,,,,,,
ירדן-נווה אור,23/12/2020 09:59,34195,,,,,,,7.95,,,4.713,,,,,,,,111.8,,,,,,8.23,,,,,,18.2,,,,
ירדן-נווה אור,24/02/2020 10:45,34195,,,,,,,,,,,,,282.0,,,,13.2,,,,,,,,,,136.8,,,,,,,
ירדן-נווה אור,24/02/2020 10:59,34195,,,,,,,8.0,,,1.976,,,,,,,,,,,,,,,,,,,,16.7,,,,
ירדן-נווה אור,24/11/2019 09:30,34195,,13.32,274.4,,,1515.4,,,,,,,309.0,36.9,118.8,,13.9,,,,,,,,,,246.1,765.0,,,,,,
ירדן-נווה אור,24/11/2019 09:34,34195,,,,,,,7.2,,,4.671,,,,,,,,113.2,,,,,,8.12,,,,,,16.9,,,,
ירדן-נווה אור,24/12/2018 10:15,34195,,13.76,254.4,,,1335.1,,,,,,,314.0,35.7,119.2,,13.2,,,,,,,,,,267.7,678.1,,,,,,
ירדן-נווה אור,24/12/2018 10:22,34195,,,,,,,6.8,,,4.718,,,,,,,,156.1,,,,,,8.04,,,,,,17.3,,,,
ירדן-נווה אור,25/02/2018 00:00,34195,,,244.2,,,1542.1,,,,,,,329.0,36.8,116.9,,17.8,,,,,,,,,,334.8,705.0,,,,,,
ירדן-נווה אור,25/02/2018 11:27,34195,,,,,,,5.6,,,5.05,,,,,,,,108.4,,,,,,7.77,,,,,,19.6,,,,
ירדן-נווה אור,25/04/2017 00:00,34195,,,268.2,,,1780.8,,,,,,,283.3,58.4,117.2,,20.0,,,,,,,,,,298.4,772.2,,,,,,
ירדן-נווה אור,25/04/2022 10:10,34195,,14.1,244.9,,,1554.1,,,,,,,265.0,28.2,100.7,,12.8,,,,,,,,,,218.3,639.5,,,,,,
ירדן-נווה אור,25/04/2022 10:15,34195,,,,,,,6.61,,,4.762,,,,,,,,97.3,,,,,,8.03,,,,,,24.3,,,,
ירדן-נווה אור,25/07/2017 00:00,34195,,11.562,214.039,,,1185.102,,,,,,,280.0,30.568,98.987,,9.022,,,,,,,,,,173.396,590.424,,,,3.951,3.463,
ירדן-נווה אור,25/07/2017 10:52,34195,,,,,,,5.3,,,5.909,,,,,,,,90.0,,,,,,7.8,,,,,,30.9,,,,
ירדן-נווה אור,25/10/2022 09:45,34195,,13.5,238.7,,,1295.4,,,,,,,239.0,30.3,97.1,,10.2,,,,,,,,,,178.0,643.9,,,,,,
ירדן-נווה אור,27/01/2021 09:58,34195,,,,,,,8.48,,,3.953,,,,,,,,165.0,,,,,,7.6,,,,,,15.9,,,,
ירדן-נווה אור,27/01/2021 10:00,34195,,13.4,224.0,,,1237.2,,,,,,,320.0,27.3,99.7,,21.1,,,,,,,,,,261.3,634.1,,,,,,
ירדן-נווה אור,28/01/2019 10:59,34195,,,,,,,6.7,,,4.843,,,,,,,,164.7,,,,,,8.06,,,,,,16.5,,,,
ירדן-נווה אור,28/01/2019 11:00,34195,,14.33,279.3,,,1429.9,,,,,,,346.0,37.9,133.6,,,,,,,,,,,,332.0,741.2,,,,,,
ירדן-נווה אור,28/05/2019 10:54,34195,,,,,,,6.4,,,6.079,,,,,,,,115.5,,,,,,7.99,,,,,,27.6,,,,
ירדן-נווה אור,28/05/2019 10:55,34195,,13.11,257.5,,,1386.3,,,,,,,300.0,29.3,105.7,,10.7,,,,,,,,,,242.1,720.1,,,,,,
ירדן-נווה אור,28/11/2021 09:08,34195,,,,,,,,,,4.465,,,,,,,,129.4,,,,,,8.15,,,,,,18.9,,,,
ירדן-נווה אור,28/11/2021 09:10,34195,,14.2,237.1,,,1430.7,,,,,,,437.0,30.2,106.8,,11.5,,,,,,,,,,222.1,639.8,,,,,,
ירדן-נווה אור,29/01/2023 09:45,34195,,13.75,241.0,,,1399.5,,,,,,,245.0,30.5,96.8,,12.3,,,,,,,,,,212.8,673.0,,,,,,
ירדן-נווה אור,29/05/2022 00:00,34195,,10.1,197.7,,,1108.0,,,,,,,244.0,41.0,93.0,,,,,,,,,,,,186.6,565.9,,,,,,
ירדן-נווה אור,29/10/2019 09:38,34195,,,,,,,5.4,,,5.612,,,,,,,,142.7,,,,,,8.0,,,,,,23.3,,,,
ירדן-נווה אור,29/10/2019 09:40,34195,,15.15,272.7,,,1764.6,,,,,,,292.0,38.3,120.4,,14.8,,,,,,,,,,295.7,753.6,,,,,,
ירדן-נווה אור,29/11/2017 00:00,34195,,,246.0,,,1574.8,,,,,,,317.0,35.0,115.0,,11.9,,,,,,,,,,302.5,674.6,,,,,,
ירדן-נווה אור,29/11/2017 10:51,34195,,,,,,,6.6,,,4.927,,,,,,,,175.4,,,,,,7.81,,,,,,18.7,,,,
ירדן-נווה אור,30/10/2017 13:58,34195,,,,,,,5.6,,,5.614,,,,,,,,163.5,,,,,,7.9,,,,,,22.4,,,,
ירדן-נווה אור,30/10/2017 14:00,34195,,,113.2,,,820.8,,,,,,,204.0,18.8,58.8,,1.0,,,,,,,,,,118.4,365.7,,,,,,
ירדן-נווה אור,31/03/2020 09:54,34195,,,,,,,5.4,,,3.925,,,,,,,,172.9,,,,,,7.9,,,,,,21.8,,,,
ירדן-נווה אור,31/03/2020 10:00,34195,,9.0,193.8,,,,,,,,,,306.0,21.7,82.2,,14.2,,,,,,,,,,206.6,479.4,,,,,,
ירדן-שיפעה 1,04/09/2019 08:36,38165,,,,,,,1.6,,,5.4,,,,,,,,184.7,,,,,,7.37,,,,,,27.4,,,,
ירדן-שיפעה 1,04/09/2019 08:40,38165,,10.11,239.4,,,1432.8,,,,,,,388.0,36.5,129.7,,,,,,,,,,,,256.5,666.0,,,,,,
ירדן-שיפעה 1,07/06/2017 00:00,38165,,,206.6,,,1197.3,,,,,,,367.0,35.7,126.6,,16.9,,,,,,,,,,316.0,591.6,,,,8.9,6.04,
ירדן-שיפעה 1,07/06/2017 09:36,38165,,,,,,,1.7,,,5.288,,,,,,,,207.8,,,,,,7.57,,,,,,26.8,,,,
ירדן-שיפעה 1,09/02/2017 08:45,38165,,,214.6,,,1442.8,,,,,,,443.0,47.5,153.6,,35.9,,,,,,,,,,493.0,709.1,,,,,,
ירדן-שיפעה 1,11/05/2017 00:00,38165,,,219.7,,,1448.781,,,,,,,436.0,51.7,150.9,,16.4,,,,,,,,,,363.376,689.9,,,,12.9,5.404,
ירדן-שיפעה 1,11/05/2017 08:55,38165,,,,,,,1.9,,,5.509,,,,,,,,206.1,,,,,,7.55,,,,,,25.5,,,,
ירדן-שיפעה 1,11/10/2021 07:50,38165,,10.6,211.3,,,1296.2,,,,,,,370.0,31.9,111.4,,17.0,,,,,,,,,,243.0,579.4,,,,,,
ירדן-שיפעה 1,11/10/2021 07:57,38165,,,,,,,,,,4.461,,,,,,,,147.2,,,,,,7.61,,,,,,23.8,,,,
ירדן-שיפעה 1,13/03/2017 16:10,38165,,,231.7,,,1261.9,,,,,,,486.0,38.1,171.7,,17.3,,,,,,,,,,387.6,702.6,,,,,,
ירדן-שיפעה 1,13/03/2022 07:40,38165,,8.7,181.1,,,1167.1,,,,,,,340.0,33.5,110.1,,19.8,,,,,,,,,,228.1,475.9,,,,,,
ירדן-שיפעה 1,13/03/2022 07:44,38165,,,,,,,3.89,,,3.483,,,,,,,,241.1,,,,,,7.69,,,,,,15.3,,,,
ירדן-שיפעה 1,13/05/2018 00:00,38165,,12.3,242.2,,,1395.5,,,,,,,429.0,36.9,162.2,,17.4,,,,,,,,,,359.2,717.1,,,,,,
ירדן-שיפעה 1,13/05/2018 08:55,38165,,,,,,,4.0,,,5.622,,,,,,,,178.8,,,,,,7.65,,,,,,24.5,,,,
ירדן-שיפעה 1,13/08/2018 08:30,38165,,,239.1,,,1370.7,,,,,,,399.0,37.7,129.1,,21.2,,,,,,,,,,308.3,686.8,,,,,,
ירדן-שיפעה 1,13/08/2018 08:31,38165,,,,,,,1.6,,,6.016,,,,,,,,198.3,,,,,,7.42,,,,,,30.4,,,,
ירדן-שיפעה 1,13/09/2018 09:30,38165,,,252.5,,,1345.2,,,,,,,366.0,38.6,138.2,,19.8,,,,,,,,,,308.9,682.4,,,,,,
ירדן-שיפעה 1,13/09/2018 09:34,38165,,,,,,,0.7,,,5.809,,,,,,,,173.7,,,,,,7.38,,,,,,29.0,,,,
ירדן-שיפעה 1,13/11/2018 08:30,38165,,12.47,226.6,,,1473.3,,,,,,,353.0,41.7,155.1,,1.0,,,,,,,,,,300.0,735.7,,,,,,
ירדן-שיפעה 1,13/11/2018 08:35,38165,,,,,,,1.6,,,5.037,,,,,,,,240.1,,,,,,7.57,,,,,,19.6,,,,
ירדן-שיפעה 1,14/09/2022 07:15,38165,,9.7,200.7,,,1122.4,,,,,,,292.0,26.7,109.4,,15.6,,,,,,,,,,184.0,545.4,,,,,,
ירדן-שיפעה 1,14/10/2018 08:20,38165,,11.42,241.1,,,1515.0,,,,,,,379.0,38.4,133.9,,17.4,,,,,,,,,,281.5,681.5,,,,,,
ירדן-שיפעה 1,14/10/2018 08:39,38165,,,,,,,1.8,,,5.263,,,,,,,,176.9,,,,,,7.45,,,,,,25.1,,,,
ירדן-שיפעה 1,16/04/2019 08:40,38165,,10.11,181.7,,,1318.6,,,,,,,,29.2,173.7,,10.2,,,,,,,,,,348.2,742.8,,,,,,
ירדן-שיפעה 1,16/04/2019 08:49,38165,,,,,,,1.9,,,5.23,,,,,,,,215.3,,,,,,7.26,,,,,,21.3,,,,
ירדן-שיפעה 1,16/07/2018 00:00,38165,,,236.9,,,1393.0,,,,,,,401.0,38.1,138.8,,18.2,,,,,,,,,,308.5,672.1,,,,,,
ירדן-שיפעה 1,16/07/2018 07:41,38165,,,,,,,2.5,,,6.079,,,,,,,,167.6,,,,,,7.56,,,,,,29.5,,,,
ירדן-שיפעה 1,16/08/2020 08:15,38165,,9.7,210.0,,,1260.8,,,,,,,382.0,44.0,118.3,,22.8,,,,,,,,,,279.8,601.6,,,,,,
ירדן-שיפעה 1,16/08/2020 08:16,38165,,,,,,,1.1,,,5.418,,,,,,,,205.1,,,,,,7.5,,,,,,28.3,,,,
ירדן-שיפעה 1,16/08/2022 07:50,38165,,10.2,211.6,,,1158.7,,,,,,,333.0,31.7,111.8,,16.4,,,,,,,,,,196.8,573.4,,,,,,
ירדן-שיפעה 1,17/09/2017 00:00,38165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.352,5.141,
ירדן-שיפעה 1,17/09/2017 09:58,38165,,,,,,,3.1,,,5.279,,,,,,,,218.6,,,,,,7.24,,,,,,28.7,,,,
ירדן-שיפעה 1,17/09/2017 10:10,38165,,,208.1,,,1200.1,,,,,,,405.0,35.9,130.5,,20.6,,,,,,,,,,323.7,563.1,,,,,,
ירדן-שיפעה 1,17/12/2019 08:04,38165,,,,,,,2.8,,,4.055,,,,,,,,190.9,,,,,,7.39,,,,,,15.4,,,,
ירדן-שיפעה 1,17/12/2019 08:05,38165,,10.0,217.5,,,1349.1,,,,,,,456.0,34.4,141.3,,16.6,,,,,,,,,,328.8,672.2,,,,,,
ירדן-שיפעה 1,18/01/2022 07:50,38165,,8.9,189.2,,,1246.5,,,,,,,404.0,39.8,123.8,,1.0,,,,,,,,,,234.2,546.7,,,,,,
ירדן-שיפעה 1,18/01/2022 07:55,38165,,,,,,,10.89,,,3.588,,,,,,,,244.9,,,,,,7.8,,,,,,12.7,,,,
ירדן-שיפעה 1,18/03/2019 08:08,38165,,,,,,,2.0,,,2.727,,,,,,,,123.2,,,,,,7.33,,,,,,16.3,,,,
ירדן-שיפעה 1,18/03/2019 08:10,38165,,,155.1,,,,,,,,,,293.0,,83.5,,,,,,,,,,,,196.8,413.0,,,,,,
ירדן-שיפעה 1,18/06/2018 09:15,38165,,11.99,233.9,,,1373.1,,,,,,,440.0,40.8,152.7,,16.9,,,,,,,,,,386.7,690.6,,,,,,
ירדן-שיפעה 1,18/06/2018 09:18,38165,,,,,,,0.5,,,6.044,,,,,,,,122.8,,,,,,7.54,,,,,,28.8,,,,
ירדן-שיפעה 1,18/06/2019 08:20,38165,,9.63,233.4,,,1218.4,,,,,,,407.0,35.1,131.1,,,,,,,,,,,,301.4,661.3,,,,,,
ירדן-שיפעה 1,18/06/2019 08:23,38165,,,,,,,1.2,,,5.53,,,,,,,,37.3,,,,,,7.58,,,,,,27.4,,,,
ירדן-שיפעה 1,19/01/2017 00:00,38165,,,198.7,,,1583.1,,,,,,,386.0,49.2,151.3,,42.8,,,,,,,,,,439.1,762.0,,,,,,
ירדן-שיפעה 1,19/02/2019 08:45,38165,,,151.5,,,,,,,,,,397.0,30.4,113.4,,,,,,,,,,,,285.6,436.1,,,,,,
ירדן-שיפעה 1,19/02/2019 08:54,38165,,,,,,,2.5,,,2.961,,,,,,,,226.2,,,,,,6.7,,,,,,14.6,,,,
ירדן-שיפעה 1,19/05/2020 07:55,38165,,9.2,223.6,,,1193.8,,,,,,,420.0,47.6,133.1,,14.0,,,,,,,,,,308.8,536.9,,,,,,
ירדן-שיפעה 1,19/05/2020 08:09,38165,,,,,,,1.5,,,5.398,,,,,,,,163.0,,,,,,7.6,,,,,,26.4,,,,
ירדן-שיפעה 1,20/03/2018 00:00,38165,,10.84,240.0,,,1398.2,,,,,,,442.0,37.4,163.3,,15.8,,,,,,,,,,363.2,710.6,,,,,,
ירדן-שיפעה 1,20/03/2018 09:29,38165,,,,,,,1.4,,,5.083,,,,,,,,179.1,,,,,,7.56,,,,,,20.4,,,,
ירדן-שיפעה 1,20/06/2022 07:40,38165,,8.8,189.1,,,1281.4,,,,,,,382.0,28.8,126.5,,11.5,,,,,,,,,,250.3,544.0,,,,,,
ירדן-שיפעה 1,20/07/2022 07:20,38165,,8.7,204.2,,,1162.9,,,,,,,331.0,30.5,104.5,,11.8,,,,,,,,,,207.2,558.9,,,,,,
ירדן-שיפעה 1,20/10/2020 07:55,38165,,,,,,,1.37,,,4.707,,,,,,,,161.6,,,,,,7.73,,,,,,23.4,,,,
ירדן-שיפעה 1,20/10/2020 08:00,38165,,8.2,204.3,,,1135.7,,,,,,,362.0,30.2,123.2,,16.5,,,,,,,,,,236.1,589.1,,,,,,
ירדן-שיפעה 1,21/04/2021 08:13,38165,,,,,,,1.6,,,4.639,,,,,,,,210.0,,,,,,7.61,,,,,,23.3,,,,
ירדן-שיפעה 1,21/04/2021 08:15,38165,,7.5,204.1,,,1083.5,,,,,,,401.0,29.7,128.2,,13.2,,,,,,,,,,227.0,550.4,,,,,,
ירדן-שיפעה 1,21/06/2020 08:20,38165,,10.1,206.8,,,1128.4,,,,,,,407.0,30.7,120.3,,17.8,,,,,,,,,,275.5,583.9,,,,,,
ירדן-שיפעה 1,21/06/2020 08:22,38165,,,,,,,1.3,,,5.322,,,,,,,,201.0,,,,,,7.47,,,,,,26.3,,,,
ירדן-שיפעה 1,21/07/2021 07:30,38165,,10.0,215.7,,,1394.3,2.36,,,5.102,,,424.0,31.3,113.8,,14.4,168.4,,,,,,7.69,,,264.0,604.3,,28.6,,,,
ירדן-שיפעה 1,21/12/2017 00:00,38165,,,222.4,,,1497.8,,,,,,,432.0,36.7,145.5,,14.4,,,,,,,,,,337.7,636.0,,,,,,
ירדן-שיפעה 1,21/12/2017 10:47,38165,,,,,,,1.7,,,4.594,,,,,,,,207.5,,,,,,7.11,,,,,,16.5,,,,
ירדן-שיפעה 1,22/01/2020 08:10,38165,,,,,,,8.4,,,0.845,,,223.0,,,,15.1,214.9,,,,,,7.39,,,,,,12.8,,,,
ירדן-שיפעה 1,22/02/2021 07:50,38165,,,124.7,,,,,,,,,,429.0,21.1,73.4,,22.8,,,,,,,,,,203.4,308.0,,,,,,
ירדן-שיפעה 1,22/07/2019 08:09,38165,,,,,,,1.6,,,5.59,,,,,,,,209.2,,,,,,7.57,,,,,,28.4,,,,
ירדן-שיפעה 1,22/07/2019 08:10,38165,,10.18,228.2,,,1311.3,,,,,,,386.0,29.7,121.5,,13.8,,,,,,,,,,236.8,623.9,,,,,,
ירדן-שיפעה 1,22/08/2017 00:00,38165,,,207.3,,0.92,1074.3,,,,,,,392.0,36.3,127.4,,15.5,,,,,,,,,,228.0,568.4,,,,8.096,5.188,
ירדן-שיפעה 1,22/08/2017 09:40,38165,,,,,,,0.6,,,5.289,,,,,,,,188.6,,,,,,7.57,,,,,,29.5,,,,
ירדן-שיפעה 1,22/11/2020 07:32,38165,,,,,,,2.2,,,3.213,,,,,,,,203.4,,,,,,7.5,,,,,,18.2,,,,
ירדן-שיפעה 1,22/11/2020 07:45,38165,,5.0,162.5,,,922.1,,,,,,,332.0,34.7,101.4,,24.6,,,,,,,,,,236.7,418.6,,,,,,
ירדן-שיפעה 1,23/01/2018 00:00,38165,,,204.9,,,1268.1,,,,,,,365.0,36.9,130.2,,19.3,,,,,,,,,,322.3,588.9,,,,,,
ירדן-שיפעה 1,23/01/2018 08:21,38165,,,,,,,1.0,,,4.074,,,,,,,,193.0,,,,,,7.08,,,,,,15.2,,,,
ירדן-שיפעה 1,23/04/2018 07:16,38165,,,,,,,0.6,,,5.394,,,,,,,,205.3,,,,,,7.59,,,,,,22.4,,,,
ירדן-שיפעה 1,23/04/2018 08:10,38165,,12.37,227.4,,,1496.6,,,,,,,441.0,36.4,148.1,,16.9,,,,,,,,,,350.6,683.6,,,,,,
ירדן-שיפעה 1,23/06/2021 07:35,38165,,11.7,218.3,,,,,,,,,,483.0,33.1,123.5,,15.5,,,,,,,,,,274.0,616.7,,,,,,
ירדן-שיפעה 1,23/11/2022 07:15,38165,,10.4,192.4,,,1475.0,,,,,,,305.0,28.3,130.0,,15.2,,,,,,,,,,242.1,620.0,,,,,,
ירדן-שיפעה 1,23/12/2020 08:01,38165,,,,,,,2.79,,,4.35,,,,,,,,234.1,,,,,,7.19,,,,,,17.3,,,,
ירדן-שיפעה 1,23/12/2020 08:10,38165,,9.8,217.4,,,1135.0,,,,,,,403.0,29.9,143.6,,21.3,,,,,,,,,,314.9,605.4,,,,,,
ירדן-שיפעה 1,24/02/2020 08:10,38165,,6.3,162.3,,,,,,,,,,365.0,19.5,102.0,,19.6,,,,,,,,,,245.3,418.9,,,,,,
ירדן-שיפעה 1,24/02/2020 08:15,38165,,,,,,,3.9,,,2.953,,,,,,,,,,,,,,,,,,,,16.2,,,,
ירדן-שיפעה 1,24/11/2019 08:06,38165,,,,,,,1.8,,,4.241,,,,,,,,224.9,,,,,,7.47,,,,,,15.1,,,,
ירדן-שיפעה 1,24/11/2019 08:10,38165,,9.68,213.9,,,1370.7,,,,,,,382.0,35.9,144.4,,1.0,,,,,,,,,,263.9,700.7,,,,,,
ירדן-שיפעה 1,24/12/2018 09:00,38165,,8.79,181.9,,,,,,,,,,390.0,32.7,145.8,,,,,,,,,,,,327.1,585.4,,,,,,
ירדן-שיפעה 1,24/12/2018 09:02,38165,,,,,,,1.6,,,3.953,,,,,,,,233.5,,,,,,7.56,,,,,,15.9,,,,
ירדן-שיפעה 1,25/02/2018 00:00,38165,,,172.7,,,1209.8,,,,,,,376.0,28.8,130.5,,10.7,,,,,,,,,,297.7,584.0,,,,,,
ירדן-שיפעה 1,25/02/2018 08:54,38165,,,,,,,2.2,,,5.322,,,,,,,,101.0,,,,,,7.24,,,,,,17.8,,,,
ירדן-שיפעה 1,25/04/2017 00:00,38165,,,227.6,,,1365.4,,,,,,,426.8,54.8,159.0,,21.7,,,,,,,,,,415.4,703.2,,,,,,
ירדן-שיפעה 1,25/04/2022 07:40,38165,,8.7,204.1,,,1153.5,,,,,,,398.0,26.0,119.3,,11.2,,,,,,,,,,231.6,548.4,,,,,,
ירדן-שיפעה 1,25/04/2022 07:41,38165,,,,,,,5.37,,,4.176,,,,,,,,229.2,,,,,,7.51,,,,,,22.9,,,,
ירדן-שיפעה 1,25/07/2017 00:00,38165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.819,4.56,
ירדן-שיפעה 1,25/07/2017 10:06,38165,,,,,,,1.6,,,5.572,,,,,,,,209.1,,,,,,7.71,,,,,,30.5,,,,
ירדן-שיפעה 1,25/07/2017 10:10,38165,,10.723,229.723,,,1272.535,,,,,,,397.0,37.06,147.801,,17.558,,,,,,,,,,290.143,655.228,,,,,,
ירדן-שיפעה 1,25/10/2022 07:45,38165,,9.3,182.1,,,1149.5,,,,,,,277.0,27.2,107.8,,18.5,,,,,,,,,,207.2,534.5,,,,,,
ירדן-שיפעה 1,27/01/2021 08:40,38165,,10.9,203.0,,,1173.0,3.09,,,3.722,,,397.0,27.2,130.3,,24.5,166.1,,,,,,7.08,,,327.0,604.1,,14.6,,,,
ירדן-שיפעה 1,28/01/2019 08:35,38165,,9.59,199.9,,,1183.1,,,,,,,426.0,34.7,171.1,,,,,,,,,,,,411.9,657.1,,,,,,
